-10.00985	-0.54994	-0.32679	-0.74013	-0.16971	0.4985	0.3152	0.05613	0.34272	-0.48109	-0.24436	-0.43165	-0.51912	0.17239	-0.15589	-0.34904	0.06898	-0.11427	-0.07366	-0.3579	-0.21948	-0.19831	-0.40708	-0.44591	-0.55535	-0.28946	-0.3474	0.3183	0.00721	-0.28558	0.04128	-0.61113	-0.53564	-0.47973	0.13733	-0.17058	0.10158	0.50722	0.66958	0.61454	0.51834	-0.10329	-0.04538	-0.12044	-0.07687	0.28717	0.10612	0.10181	0.57461	0.8907	1.04927	0.52547	0.10132	0.00409	-0.13102	0.04558	0.40973	0.04636	0.30721	0.57326	0.90497	1.02655	0.53526	0.33569	0.11613	0.07546	0.51022	-0.22331	0.03276	0.38591	0.45588	0.73564	0.76887	0.45188	0.51143	-0.26822	0.22011	0.12323	-0.03787	-0.54124	-0.61277	0.05155	0.32412	0.5471	0.41414	-0.30045	0.0845	-0.38046	-0.28033	-0.92578	-0.62402	-0.78665	-0.55069	0.20664	0.06002	0.0063	-0.11851	-0.44666	-0.25343	-0.60374	-0.60331	-0.16151	-0.35293	-0.05723	0.16186	0.14679	-0.28884	-0.16968	-0.88253	-0.54421	-0.49626	-0.17507	-0.80474	-0.62967	0.17013	0.5165	0.22785	0.00964	0.16766	-0.27686	-0.66605	-0.52769
-9.9598	-0.52992	-0.22608	-0.57281	-0.17198	0.45309	0.33148	0.10404	0.2364	-0.51695	-0.37231	-0.31306	-0.38719	0.16896	-0.19462	-0.37283	0.07915	-0.09117	-0.08391	-0.32121	-0.08757	-0.14138	-0.45806	-0.38593	-0.68759	-0.51032	-0.22774	0.22484	0.12801	-0.26253	0.0278	-0.54826	-0.44009	-0.33981	0.0452	-0.15259	-0.00179	0.43218	0.7111	0.62875	0.37016	-0.08903	0.03281	-0.25782	-0.19411	0.20955	0.14768	0.01634	0.56517	0.80417	0.98943	0.534	0.22448	0.05938	-0.09708	0.026	0.44575	-0.05683	0.21929	0.39795	0.85279	0.95024	0.47161	0.22725	-0.02005	0.05851	0.46543	-0.12055	0.08406	0.37327	0.45576	0.78718	0.92088	0.50756	0.47611	-0.29294	0.252	0.1195	-0.12443	-0.48689	-0.58069	0.05193	0.51267	0.48556	0.4633	-0.26623	-0.05949	-0.38759	-0.34038	-0.8946	-0.60598	-0.76284	-0.57318	0.16058	0.10639	0.00188	-0.05507	-0.46185	-0.29747	-0.70435	-0.5907	-0.16601	-0.4189	-0.07455	0.15379	-0.00858	-0.21407	-0.07221	-0.86468	-0.46963	-0.55956	-0.21802	-0.65379	-0.47777	0.13096	0.33647	0.18631	-0.06288	0.11475	-0.29239	-0.7015	-0.57818
-9.90975	-0.55229	-0.24543	-0.43076	-0.21026	0.36785	0.22172	0.01756	0.19744	-0.62592	-0.38952	-0.37178	-0.41933	0.13806	-0.26529	-0.32641	0.10304	-0.06628	-0.18114	-0.32764	-0.16872	0.01936	-0.46048	-0.37924	-0.7018	-0.66835	0.08988	0.07364	0.22855	-0.12303	0.01202	-0.44143	-0.31376	-0.31422	0.06696	-0.2144	0.00296	0.39396	0.7157	0.76864	0.33384	-0.0306	-0.06594	-0.33544	-0.12887	0.12531	0.21913	-0.04234	0.51018	0.88225	0.94199	0.60657	0.33298	0.05533	0.04602	0.08485	0.42347	-0.07736	0.31795	0.47014	1.01658	0.93353	0.51044	0.21497	0.05213	0.00905	0.54018	0.06279	0.05704	0.29995	0.52289	0.70424	1.0558	0.5492	0.39561	-0.28862	0.23261	0.16165	-0.26161	-0.51264	-0.58288	0.0887	0.52157	0.36973	0.42785	-0.17883	-0.1145	-0.51589	-0.40838	-0.7828	-0.57562	-0.6782	-0.50562	0.13002	0.10598	-0.06784	-0.03908	-0.64504	-0.31412	-0.74573	-0.44112	-0.19331	-0.51123	0.01117	0.09617	-0.15401	-0.19616	-0.00389	-0.69892	-0.38683	-0.72832	-0.42637	-0.58962	-0.48644	0.14044	0.33499	0.41233	-0.06754	0.09492	-0.3108	-0.81011	-0.60397
-9.8597	-0.62212	-0.28508	-0.31332	-0.19451	0.33194	0.09017	-0.18541	0.1828	-0.65247	-0.34664	-0.53483	-0.43613	0.01553	-0.23472	-0.19468	0.11562	-0.06085	-0.21256	-0.37594	-0.22648	0.04705	-0.43014	-0.45113	-0.53441	-0.57665	0.3214	0.06675	0.13676	-0.0411	-0.04154	-0.49269	-0.24645	-0.44316	0.0966	-0.20085	0.10448	0.452	0.59905	0.83009	0.43626	-0.01174	-0.12421	-0.3678	0.01456	0.02306	0.21773	0.06796	0.50312	0.9371	0.88768	0.63402	0.38701	0.0249	0.21433	0.22068	0.37808	0.06529	0.29644	0.65713	1.02732	0.91186	0.58206	0.1989	0.31264	-0.02702	0.61357	0.11358	-0.02171	0.33644	0.58537	0.63547	1.06962	0.48513	0.32436	-0.22334	0.072	0.18731	-0.26421	-0.60699	-0.60066	0.07762	0.43965	0.27487	0.42164	-0.17179	-0.15073	-0.65544	-0.36899	-0.66977	-0.55837	-0.65777	-0.44199	0.15057	0.00512	-0.07305	-0.10974	-0.73055	-0.3109	-0.64392	-0.46515	-0.27724	-0.43328	0.06478	0.07253	-0.11709	-0.33502	-0.14662	-0.59832	-0.36978	-0.8137	-0.50019	-0.57865	-0.50225	0.20154	0.42227	0.44682	-0.084	0.12239	-0.39575	-0.90928	-0.57088
-9.80965	-0.65701	-0.2014	-0.28286	-0.08426	0.33623	0.08013	-0.28343	0.10689	-0.61832	-0.27697	-0.58248	-0.34774	-0.13321	-0.21911	-0.09906	0.1005	-0.13219	-0.18227	-0.39821	-0.1465	-0.12284	-0.34914	-0.55561	-0.39495	-0.40813	0.36117	0.21779	0.07679	-0.08228	-0.1874	-0.66871	-0.37269	-0.51339	0.11356	-0.21156	0.11398	0.45465	0.48672	0.78014	0.48415	-0.06128	-0.042	-0.37945	-0.00165	-0.07237	0.14581	0.21471	0.54602	0.79342	0.84166	0.57102	0.36459	0.01011	0.20497	0.27333	0.29174	0.118	0.29576	0.68423	0.90036	0.84016	0.55177	0.19151	0.40312	0.04823	0.65124	-0.03755	0.00522	0.32606	0.64209	0.67376	0.92892	0.47519	0.24474	-0.1891	0.03186	0.25771	-0.17241	-0.66586	-0.63943	0.05695	0.52405	0.37034	0.46635	-0.2633	-0.17547	-0.72375	-0.33492	-0.67786	-0.51668	-0.65097	-0.47649	0.19428	-0.02003	-0.11282	-0.02753	-0.70812	-0.27987	-0.54602	-0.68921	-0.32254	-0.29022	0.10899	0.1314	-0.01724	-0.49417	-0.39697	-0.66212	-0.37963	-0.64393	-0.46844	-0.50231	-0.39005	0.2559	0.43958	0.27801	-0.08784	0.13721	-0.5472	-0.82429	-0.50331
-9.7596	-0.49127	-0.07516	-0.29741	-0.06072	0.24439	0.19308	-0.20086	0.0481	-0.54696	-0.2216	-0.50499	-0.27626	-0.15296	-0.25249	-0.16973	0.13139	-0.21547	-0.14168	-0.42979	-0.07823	-0.21791	-0.35503	-0.54457	-0.41024	-0.39309	0.28348	0.31097	0.1204	-0.14469	-0.26762	-0.68231	-0.44961	-0.47268	0.11009	-0.27448	0.06436	0.38244	0.40591	0.74662	0.43889	0.02295	-0.00574	-0.37551	-0.11393	-0.03297	0.14731	0.24362	0.47412	0.62509	0.80131	0.59288	0.30349	0.01013	0.13995	0.2892	0.12455	-0.02405	0.34188	0.60824	0.99431	0.8562	0.48079	0.34461	0.29329	0.17786	0.67699	-0.13859	0.04087	0.20061	0.72985	0.71034	0.88746	0.55088	0.20021	-0.17313	0.10018	0.32519	-0.1353	-0.64112	-0.62937	0.07026	0.60207	0.53712	0.49426	-0.30305	-0.16685	-0.61319	-0.38978	-0.74341	-0.47607	-0.45272	-0.42508	0.26737	-0.01416	-0.20454	0.056	-0.79757	-0.257	-0.47736	-0.68615	-0.23724	-0.17047	0.18376	0.06633	-0.03528	-0.40438	-0.48814	-0.69238	-0.39491	-0.41257	-0.42409	-0.50044	-0.34735	0.24301	0.40938	0.31178	-0.11527	0.09896	-0.63991	-0.65311	-0.49494
-9.70955	-0.33675	-0.06872	-0.29599	-0.15412	0.19283	0.251	-0.05235	-0.04407	-0.45238	-0.05661	-0.44217	-0.2973	-0.10492	-0.16967	-0.22682	0.19273	-0.20118	-0.06941	-0.44157	-0.16305	-0.1881	-0.42819	-0.48249	-0.36713	-0.35546	0.07631	0.29504	0.17142	-0.07188	-0.23468	-0.6069	-0.40614	-0.42401	0.10781	-0.31197	0.04677	0.28181	0.30245	0.73228	0.41111	0.12692	0.01385	-0.38441	-0.15163	0.02378	0.11127	0.2448	0.33961	0.66016	0.79507	0.64707	0.35108	0.00221	0.16192	0.45698	0.0281	-0.12034	0.34539	0.65625	1.17066	0.9105	0.46288	0.49728	0.10221	0.17535	0.59796	-0.16746	0.11212	0.17881	0.77825	0.7312	0.94676	0.61325	0.23501	-0.20255	0.07974	0.33598	-0.11874	-0.64112	-0.54698	0.07221	0.55912	0.5771	0.46842	-0.25907	-0.18674	-0.44612	-0.38401	-0.80968	-0.53857	-0.28553	-0.2902	0.31617	0.01394	-0.18716	-0.0162	-0.81155	-0.21297	-0.37143	-0.5176	-0.12376	-0.11335	0.04288	-0.01525	-0.05327	-0.15225	-0.49346	-0.61827	-0.39399	-0.37244	-0.39552	-0.64825	-0.32952	0.11501	0.33645	0.46384	-0.07284	0.0609	-0.59219	-0.56506	-0.50651
-9.6595	-0.37607	-0.10445	-0.31702	-0.14505	0.38561	0.21576	-0.02885	-0.18352	-0.47851	0.10517	-0.36953	-0.31319	-0.16582	-0.07181	-0.24449	0.20741	-0.16657	0.00583	-0.43126	-0.32312	-0.13331	-0.32271	-0.47476	-0.20978	-0.26028	-0.09309	0.26528	0.13492	0.05467	-0.25129	-0.50485	-0.30411	-0.41253	0.0702	-0.39224	-0.04461	0.23227	0.4296	0.74263	0.47901	0.09372	0.05376	-0.38545	-0.13438	-0.00107	0.04623	0.34896	0.32304	0.81268	0.81033	0.61743	0.3932	-0.09591	0.1071	0.55313	0.03307	-0.0081	0.43525	0.77342	1.07808	0.96574	0.43052	0.54759	-0.06938	0.21481	0.51562	-0.15029	0.19603	0.28445	0.75869	0.80452	0.8959	0.62027	0.31726	-0.20247	0.05511	0.32874	-0.14432	-0.68698	-0.49642	0.04381	0.46753	0.53208	0.40827	-0.13447	-0.21434	-0.43867	-0.35022	-0.81863	-0.55551	-0.37331	-0.29874	0.23807	0.08235	-0.02959	-0.09904	-0.59902	-0.10976	-0.29833	-0.40281	-0.11569	-0.12089	-0.23348	0.00417	-0.00983	-0.10885	-0.53538	-0.60466	-0.2554	-0.38288	-0.36848	-0.74198	-0.33981	-0.00197	0.35402	0.48848	-0.03362	0.05196	-0.52417	-0.52848	-0.52194
-9.60945	-0.3682	-0.05778	-0.2811	0.00264	0.46688	0.11722	-0.06428	-0.21316	-0.65947	-0.00541	-0.23229	-0.21982	-0.30413	-0.0909	-0.37032	0.14061	-0.17419	-0.01316	-0.53905	-0.30786	-0.10753	-0.14419	-0.59801	-0.10439	-0.26286	-0.11124	0.23889	0.04799	0.06137	-0.39683	-0.41652	-0.18967	-0.32505	-0.04349	-0.44126	-0.2534	0.30058	0.65363	0.71583	0.54108	0.02571	0.08812	-0.33851	-0.10373	-0.02899	0.05467	0.41522	0.38935	0.86276	0.76099	0.67454	0.34646	-0.13197	0.0047	0.49425	-0.01897	0.16084	0.45053	0.80881	0.89831	0.99716	0.44019	0.52619	-0.09324	0.32825	0.51585	-0.05058	0.27579	0.36085	0.67351	0.84966	0.81681	0.63345	0.3158	-0.10498	0.07785	0.35512	-0.24319	-0.62342	-0.4882	-0.04069	0.47947	0.52855	0.36094	-0.01597	-0.25762	-0.53244	-0.4354	-0.83082	-0.49181	-0.44276	-0.39361	0.20249	0.07597	0.09513	-0.11295	-0.41109	-0.01653	-0.2315	-0.28956	-0.04008	-0.08792	-0.3157	-0.04451	0.0146	-0.16991	-0.57143	-0.58093	-0.12256	-0.25361	-0.40728	-0.67879	-0.37701	-0.02052	0.43601	0.4094	-0.08016	0.06296	-0.52937	-0.55192	-0.47602
-9.5594	-0.26154	-0.09491	-0.09535	8.52E-4	0.33541	0.08251	-0.11771	-0.1491	-0.78005	-0.08307	-0.10744	-0.19827	-0.29561	-0.10556	-0.39457	0.09402	-0.14694	-0.02955	-0.68347	-0.10587	-0.12389	-0.12334	-0.69972	-0.19382	-0.27312	-0.14996	0.21544	0.08605	-0.01218	-0.49703	-0.46252	-0.16811	-0.19259	-0.15286	-0.42077	-0.33233	0.32803	0.58764	0.69168	0.44959	-0.0547	0.09878	-0.31139	-0.10789	-0.08361	0.02987	0.30463	0.47635	0.80624	0.65474	0.70363	0.2882	0.05893	0.01012	0.42363	-0.08074	0.1639	0.37502	0.74947	0.82142	0.92482	0.49821	0.46872	-0.04473	0.27715	0.53509	0.05358	0.38053	0.35144	0.5051	0.84482	0.85078	0.60013	0.26564	-0.02996	0.1021	0.36716	-0.28753	-0.55539	-0.45547	-0.13642	0.57285	0.63036	0.30843	0.00822	-0.27418	-0.61153	-0.51629	-0.88462	-0.46848	-0.47446	-0.42865	0.24494	0.03059	-0.02754	-0.12775	-0.46299	-0.02204	-0.14331	-0.22438	0.11018	-0.14935	-0.17429	-0.13041	-0.03364	-0.1368	-0.59662	-0.49178	-0.10814	-0.12982	-0.48208	-0.53031	-0.38338	0.05329	0.45063	0.34985	-0.10866	0.09927	-0.57092	-0.55835	-0.43314
